tcgId,foil,directLow,market,low,mid,high
128947,False,0.1,0.11,0.02,0.25,2.5
128947,True,,0.22,0.08,0.43,40.0
128948,False,0.16,0.17,0.05,0.28,2.5
128948,True,0.36,0.34,0.25,0.52,2.57
128949,False,0.17,0.26,0.15,0.29,2.0
128949,True,0.47,0.46,0.4,0.54,4.99
128950,False,0.17,0.15,0.09,0.28,2.5
128950,True,0.24,0.24,0.23,0.53,4.99
128951,False,,0.14,0.07,0.26,9999.0
128951,True,0.25,0.25,0.14,0.48,2.09
128952,False,0.16,0.17,0.13,0.28,1.28
128952,True,,1.11,0.75,1.12,2.09
128953,True,4.3,2.16,1.25,2.53,5.0
128953,False,0.83,1.08,0.5,1.04,2.25
128954,True,,5.1,2.99,4.98,9.5
128954,False,1.89,2.42,1.07,2.52,9.98
128955,True,2.51,2.82,1.82,3.0,8.99
128955,False,0.25,0.29,0.11,0.43,3.99
128956,True,,0.05,0.03,0.3,3.02
128956,False,0.04,0.05,0.03,0.23,2.25
128957,False,0.1,0.1,0.08,0.25,2.25
128957,True,0.2,0.17,0.11,0.34,2.35
128958,True,0.13,0.09,0.04,0.33,4.99
128958,False,0.04,0.02,0.01,0.23,9999.0
128959,False,0.03,0.09,0.02,0.24,2.25
128959,True,0.13,0.08,0.04,0.34,4.99
128960,True,0.21,0.18,0.09,0.41,4.99
128960,False,0.15,0.13,0.06,0.26,2.5
128961,False,0.21,0.26,0.18,0.49,4.99
128961,True,0.39,0.53,0.36,0.86,4.76
128962,True,0.21,0.3,0.12,0.41,4.99
128962,False,0.13,0.11,0.05,0.25,2.25
128963,False,0.05,0.09,0.04,0.25,2.5
128963,True,0.24,0.18,0.09,0.39,999.99
128964,False,0.08,0.08,0.03,0.25,2.5
128964,True,0.24,0.22,0.08,0.39,9999.0
128965,False,0.09,0.13,0.08,0.25,1.22
128965,True,0.25,0.29,0.24,0.56,4.99
128966,False,0.12,0.2,0.1,0.25,2.26
128966,True,0.2,0.28,0.2,0.4,4.99
128967,False,0.05,0.04,0.03,0.25,2.54
128967,True,0.07,0.12,0.07,0.37,3.99
128968,False,0.03,0.02,0.02,0.25,2.52
128968,True,0.02,0.05,0.02,0.31,4.99
128969,True,0.26,0.27,0.09,0.4,4.99
128969,False,0.25,0.25,0.05,0.3,10000.0
128970,True,0.43,0.32,0.32,0.48,4.99
128970,False,0.22,0.19,0.09,0.27,2.25
128971,True,0.12,0.2,0.09,0.4,2.25
128971,False,0.09,0.07,0.05,0.25,2.5
129070,False,0.1,0.1,0.07,0.25,3.02
129070,True,0.15,0.16,0.09,0.35,4.99
129124,True,,,,,
129124,False,0.29,0.27,0.23,0.34,5.79
129125,False,0.1,0.1,0.09,0.25,1.09
129125,True,,,,,
129126,True,,,,,
129126,False,0.25,0.31,0.25,0.42,1.99
129127,False,0.07,0.09,0.05,0.24,1.2
129127,True,,,,,
129128,True,,,,,
129128,False,0.2,0.25,0.1,0.27,3.08
129129,False,0.12,0.11,0.09,0.24,1.2
129129,True,,,,,
129130,True,,,,,
129130,False,0.24,0.31,0.15,0.31,1.06
129131,False,,0.15,0.1,0.25,1.2
129131,True,,,,,
129132,False,0.18,0.19,0.15,0.25,1.2
129132,True,,,,,
129133,True,,,,,
129133,False,1.19,0.41,0.24,0.48,1.99
129134,False,,0.12,0.03,0.25,1.2
129134,True,,,,,
129135,True,,,,,
129135,False,,0.16,0.1,0.25,1.2
129136,False,,0.11,0.03,0.25,1.2
129136,True,,,,,
129137,True,,,,,
129137,False,0.15,0.15,0.09,0.25,1.2
129138,False,1.83,1.83,0.5,2.02,4.88
129138,True,,,,,
129139,True,,,,,
129139,False,0.26,0.31,0.09,0.44,3.99
129140,True,,,,,
129140,False,,0.05,0.03,0.25,1.2
129141,False,0.2,0.28,0.12,0.28,1.2
129141,True,,,,,
129142,True,,,,,
129142,False,0.2,0.23,0.11,0.28,999.99
129143,False,0.5,0.1,0.04,0.24,1.2
129143,True,,,,,
129144,True,,,,,
129144,False,0.38,0.46,0.35,0.5,5.1
129359,False,0.08,0.07,0.06,0.25,1.0
129359,True,,,,,
129360,False,0.12,0.08,0.01,0.3,4.99
129360,True,,,,,
129361,True,,,,,
129361,False,2.18,1.64,0.95,1.49,5.99
129362,True,,,,,
129362,False,0.15,0.17,0.12,0.25,1.0
129363,True,,,,,
129363,False,0.05,0.05,0.02,0.2,1.0
129364,True,,,,,
129364,False,0.2,0.91,0.18,0.93,999.99
129365,True,0.7,0.74,0.25,1.0,5.85
129365,False,,,,,
129366,True,,,,,
129366,False,0.18,0.17,0.09,0.35,4.99
129367,True,1.13,1.48,0.48,1.99,19.99
129367,False,,,,,
129368,True,,,,,
129368,False,0.23,0.43,0.23,0.52,999.99
129369,True,,,,,
129369,False,0.2,0.19,0.1,0.25,1.0
129370,True,,,,,
129370,False,0.4,0.46,0.24,0.71,999.99
129371,False,0.18,0.18,0.1,0.35,999.99
129371,True,,,,,
129372,False,0.25,0.21,0.18,0.5,999.99
129372,True,,,,,
129373,False,3.81,5.03,3.5,5.03,999.99
129373,True,,,,,
129382,True,,,,,
129382,False,0.25,0.56,0.25,0.52,3.78
129383,True,189.0,184.31,162.1,189.0,210.86
129383,False,,,,,
129384,False,,,,,
129384,True,,54.68,49.97,56.42,78.88
129462,False,0.03,0.04,0.01,0.25,5.0
129462,True,,,,,
129463,True,,,,,
129463,False,0.18,0.17,0.08,0.3,4.99
129464,True,,,,,
129464,False,4.11,3.72,2.0,4.35,7.78
129465,True,,,,,
129465,False,0.08,0.07,0.02,0.25,1.0
129466,True,,,,,
129466,False,0.35,0.38,0.3,0.49,985.0
129467,True,,,,,
129467,False,0.06,0.06,0.05,0.25,1.0
129468,True,,,,,
129468,False,15.98,15.72,13.76,16.26,999.99
129469,True,,,,,
129469,False,0.73,1.01,0.5,1.0,985.0
129470,True,,,,,
129470,False,0.23,0.23,0.22,0.49,1.38
129471,False,0.12,0.09,0.07,0.25,1.0
129471,True,,,,,
129473,False,0.24,0.1,0.1,0.25,999.99
129473,True,,,,,
129474,False,,0.08,0.05,0.19,0.95
129474,True,,,,,
129475,False,0.25,0.1,0.09,0.17,0.95
129475,True,,,,,
129476,False,0.25,0.26,0.25,0.62,3.4
129476,True,,,,,
129477,False,0.28,0.26,0.2,0.52,999.99
129477,True,,,,,
129478,False,0.68,0.67,0.15,0.7,2.75
129478,True,,,,,
129479,True,,,,,
129479,False,0.1,0.1,0.09,0.19,0.99
129480,True,,,,,
129480,False,0.1,0.09,0.09,0.2,0.99
129481,True,,,,,
129481,False,0.1,0.1,0.1,0.25,0.99
129482,True,,,,,
129482,False,0.29,0.33,0.15,0.5,2.75
129483,True,,,,,
129483,False,0.02,0.07,0.02,0.2,1.0
129484,True,,,,,
129484,False,0.08,0.08,0.07,0.2,0.95
129485,True,,,,,
129485,False,0.1,0.1,0.07,0.2,0.95
129486,True,,,,,
129486,False,,0.07,0.07,0.17,0.95
129487,False,0.1,0.1,0.1,0.2,0.99
129487,True,,,,,
129488,False,0.1,0.1,0.1,0.23,999.99
129488,True,,,,,
129489,False,0.1,0.1,0.09,0.23,0.95
129489,True,,,,,
129490,False,0.05,0.11,0.01,0.25,1.0
129490,True,,,,,
129491,True,,,,,
129491,False,0.22,0.22,0.14,0.28,999.99
129492,True,,,,,
129492,False,0.58,0.58,0.33,0.78,999.99
129493,True,,,,,
129493,False,0.62,0.63,0.57,0.76,999.99
129494,True,,,,,
129494,False,0.17,0.17,0.12,0.27,999.99
129495,True,,,,,
129495,False,0.05,0.05,0.03,0.25,0.99
129496,False,0.34,0.41,0.29,0.6,999.99
129496,True,,,,,
129497,False,0.1,0.11,0.05,0.25,1.0
129497,True,,,,,
129498,False,0.21,0.24,0.11,0.39,999.99
129498,True,,,,,
129499,False,0.12,0.09,0.08,0.25,1.58
129499,True,,,,,
129500,True,,,,,
129500,False,,0.07,0.05,0.3,5.99
129501,True,,,,,
129501,False,0.14,0.16,0.1,0.26,1.0
129502,True,,,,,
129502,False,0.09,0.09,0.04,0.25,1.2
129503,False,0.14,0.2,0.14,0.26,999.99
129503,True,,,,,
129504,False,3.88,3.33,2.0,3.6,999.99
129504,True,,,,,
129505,False,0.14,0.12,0.04,0.25,5.05
129505,True,,,,,
129506,False,0.09,0.09,0.06,0.24,1.0
129506,True,,,,,
129507,False,0.03,0.03,0.03,0.25,1.0
129507,True,,,,,
129508,True,,,,,
129508,False,0.14,0.19,0.13,0.37,2.39
129509,True,,,,,
129509,False,0.19,0.19,0.15,0.5,2.0
129510,True,,,,,
129510,False,0.37,0.36,0.24,0.44,999.99
129511,True,,,,,
129511,False,0.49,0.47,0.4,0.86,2.99
129519,False,0.02,0.02,0.01,0.18,2.25
129519,True,0.18,0.25,0.15,0.34,4.99
129520,True,0.16,0.24,0.1,0.36,3.02
129520,False,0.02,0.08,0.01,0.25,2.53
129521,True,0.17,0.31,0.12,0.34,4.99
129521,False,0.02,0.03,0.01,0.19,2.25
129522,True,0.18,0.49,0.02,0.32,4.99
129522,False,0.01,0.01,0.01,0.17,2.25
129523,True,0.25,0.33,0.21,0.39,2.0
129523,False,0.04,0.04,0.04,0.2,2.25
129524,True,0.11,,0.08,0.31,4.99
129524,False,0.01,0.01,0.01,0.17,2.25
129525,False,0.1,0.1,0.07,0.23,2.09
129525,True,,,,,
129526,False,0.05,0.04,0.01,0.25,2.5
129526,True,0.14,0.11,0.1,0.37,4.99
129527,False,0.01,0.02,0.01,0.18,2.25
129527,True,0.15,0.15,0.03,0.3,4.99
129528,False,0.01,0.03,0.01,0.17,2.25
129528,True,0.05,0.14,0.05,0.31,4.99
129529,True,0.02,,0.02,0.29,4.99
129529,False,0.01,0.02,0.01,0.16,2.25
129530,True,0.34,0.41,0.25,0.51,4.99
129530,False,0.21,0.2,0.05,0.28,2.5
129531,True,0.1,0.15,0.1,0.27,3.02
129531,False,0.03,0.03,0.01,0.19,18.0
129532,True,,,,,
129532,False,0.2,0.19,0.08,0.25,2.09
129533,True,0.19,0.21,0.13,0.47,4.99
129533,False,,,,,
129534,False,,,,,
129534,True,0.2,0.26,0.04,0.5,4.99
129535,False,,,,,
129535,True,0.28,0.43,0.05,0.9,67.0
129536,False,,,,,
129536,True,0.37,0.52,0.25,0.6,999.99
129537,False,,,,,
129537,True,,61.85,50.0,60.87,149.99
129538,False,,,,,
129538,True,38.94,36.72,31.99,41.52,69.99
129539,False,,,,,
129539,True,,139.68,140.0,155.9,300.0
129540,False,,,,,
129540,True,72.25,70.41,65.99,74.99,216.75
129541,False,,,,,
129541,True,144.74,152.01,141.45,157.29,249.99
129542,True,116.0,110.87,100.0,120.46,199.99
129542,False,,,,,
129543,True,86.67,90.37,81.99,91.8,119.99
129543,False,,,,,
129544,True,137.9,138.55,126.99,143.99,1200.0
129544,False,,,,,
129545,True,303.91,302.1,303.91,335.0,450.0
129545,False,,,,,
129546,False,,,,,
129546,True,57.19,56.39,52.0,59.0,79.99
129547,False,,,,,
129547,True,33.99,35.79,32.0,34.99,84.88
129548,False,,,,,
129548,True,63.99,68.22,62.9,72.38,199.0
129549,True,134.0,132.63,134.0,152.69,398.99
129549,False,,,,,
129550,True,52.31,63.27,38.84,58.96,149.99
129550,False,,,,,
129551,True,25.28,31.22,22.13,30.87,399.0
129551,False,,,,,
129552,True,87.98,102.57,71.7,93.18,188.88
129552,False,,,,,
129558,True,118.99,97.82,110.0,119.53,137.42
129558,False,,,,,
129559,True,,47.11,46.99,53.76,79.35
129559,False,,,,,
129560,True,40.99,42.27,40.99,49.99,126.45
129560,False,,,,,
129561,True,33.1,30.12,25.98,32.94,79.0
129561,False,,,,,
129562,False,,,,,
129562,True,97.95,96.86,85.0,97.95,199.99
129563,False,,,,,
129563,True,31.81,29.66,24.0,39.99,499.0
129564,False,,,,,
129564,True,92.98,90.4,80.0,99.99,140.37
129565,False,,,,,
129565,True,,92.78,70.0,89.79,420.69
129566,False,,,,,
129566,True,47.95,52.93,43.0,54.95,250.0
129567,True,,,,,
129567,False,0.1,0.16,0.08,0.35,5.99
129568,True,4.02,6.28,3.03,6.5,27.02
129568,False,,,,,
129569,False,,,,,
129569,True,2.78,2.15,1.0,2.24,6.19
129570,True,0.45,0.41,0.25,0.54,10.0
129570,False,,,,,
129571,False,1.63,1.63,1.0,1.83,999.99
129571,True,3.47,2.52,1.39,2.5,35.0
129572,False,0.9,1.2,0.47,1.4,139.0
129572,True,1.79,2.72,1.24,2.84,14.99
129573,False,0.04,0.07,0.02,0.25,2.5
129573,True,0.18,0.18,0.07,0.39,4.99
129574,True,0.41,0.58,0.41,0.89,3.42
129574,False,0.41,0.41,0.1,0.5,5.99
129681,True,3.44,4.29,3.34,4.29,16.99
129681,False,3.19,2.92,1.74,2.99,9.99
129682,True,5.48,6.16,4.0,6.25,21.95
129682,False,3.46,4.1,2.0,4.0,999.99
129683,True,3.1,3.3,2.25,3.87,9.88
129683,False,0.41,0.43,0.17,0.79,75.0
129684,False,3.1,3.12,1.8,3.1,9.99
129684,True,,4.53,4.0,4.99,10.88
129685,True,,3.8,2.5,4.0,10.29
129685,False,4.0,3.03,0.94,3.05,985.0
129686,False,0.2,0.24,0.1,0.34,2.99
129686,True,1.0,1.19,0.4,1.96,17.68
129687,True,0.75,1.37,0.75,2.19,17.68
129687,False,0.25,0.26,0.18,0.37,985.0
129688,False,0.22,0.25,0.19,0.36,3.74
129688,True,2.04,1.89,1.0,2.5,19.65
129689,True,0.75,1.29,0.75,1.75,17.68
129689,False,0.21,0.23,0.15,0.31,985.0
129710,True,,,,,
129710,False,0.3,0.3,0.19,0.34,1.72
129711,True,,,,,
129711,False,0.2,0.2,0.2,0.39,1.08
129712,True,,,,,
129712,False,0.13,0.12,0.12,0.3,1.17
129713,False,0.2,0.2,0.15,0.26,999.99
129713,True,,,,,
129714,False,,0.14,0.14,0.32,0.99
129714,True,,,,,
129715,False,0.25,0.21,0.15,0.32,0.99
129715,True,,,,,
129716,False,0.55,0.48,0.35,0.55,999.99
129716,True,,,,,
129722,False,0.08,0.09,0.01,0.25,2.5
129722,True,0.67,0.73,0.4,0.89,4.99
129723,True,0.36,0.49,0.25,0.47,2.99
129723,False,0.03,0.13,0.02,0.22,2.25
129724,False,1.05,1.19,0.57,1.43,19.99
129724,True,2.38,4.27,2.16,4.21,17.52
129725,True,,1.61,1.3,1.55,2.65
129725,False,0.15,0.16,0.07,0.25,3.99
129726,True,0.2,0.17,0.1,0.38,1.45
129726,False,0.06,0.05,0.01,0.25,2.5
129727,True,0.2,0.25,0.15,0.48,3.02
129727,False,0.1,0.1,0.04,0.25,2.5
129728,True,1.25,2.15,0.71,1.96,4.95
129728,False,0.25,0.26,0.05,0.34,2.5
129729,False,,,,,
129729,True,69.94,71.53,62.79,72.96,105.0
129730,False,1.28,1.37,0.9,2.01,999.99
129730,True,,8.77,5.89,8.11,9999.0
129731,False,0.01,0.04,0.01,0.18,2.25
129731,True,0.16,0.14,0.15,0.33,4.99
129732,False,0.1,0.09,0.02,0.25,2.5
129732,True,0.2,0.4,0.12,0.41,1.45
129733,False,0.34,0.34,0.25,0.49,3.99
129733,True,3.24,4.3,2.95,3.99,569.05
129734,False,2.75,3.82,2.4,3.87,11.88
129734,True,3.77,5.31,4.1,5.52,15.93
129735,True,0.18,0.17,0.14,0.47,4.99
129735,False,0.1,0.09,0.04,0.25,2.5
129736,False,0.09,0.11,0.03,0.25,2.5
129736,True,0.25,0.4,0.18,0.49,1.39
129737,False,0.09,0.09,0.04,0.23,1.7
129737,True,,,,,
129738,True,,,,,
129738,False,0.02,0.04,0.01,0.2,1.0
129739,False,0.24,0.25,0.2,0.3,3.99
129739,True,,,,,
129740,True,,,,,
129740,False,0.2,0.19,0.1,0.28,2.0
129741,False,5.95,6.09,3.99,5.99,9.98
129741,True,,11.08,9.0,11.99,27.99
129742,True,0.44,0.49,0.41,0.83,50.0
129742,False,0.24,0.23,0.05,0.48,10000.0
129743,True,0.2,0.18,0.18,0.44,6.0
129743,False,0.1,0.1,0.03,0.25,2.5
129744,False,0.04,0.03,0.01,0.2,2.25
129744,True,0.23,0.21,0.09,0.33,2.28
129745,True,0.24,0.26,0.06,0.35,4.99
129745,False,0.1,0.11,0.02,0.19,2.25
129746,False,0.04,0.04,0.01,0.18,2.09
129746,True,0.18,0.45,0.18,0.44,2.0
129747,True,0.15,0.09,0.12,0.39,1.45
129747,False,0.1,0.08,0.01,0.25,2.09
129748,False,0.91,1.16,0.69,1.29,4.99
129748,True,3.24,4.22,2.7,3.99,14.99
129749,False,0.22,0.32,0.15,0.4,2.5
129749,True,,1.31,0.5,1.0,2.07
129750,False,1.86,1.96,0.97,2.03,7.99
129750,True,8.74,4.73,4.07,4.79,6.08
129751,True,0.25,0.29,0.16,0.45,4.99
129751,False,0.1,0.1,0.04,0.25,2.5
129752,True,3.51,4.11,1.0,4.09,12.56
129752,False,0.95,1.17,0.49,1.19,985.0
129753,True,2.3,5.42,2.29,4.27,29.99
129753,False,0.27,0.27,0.17,0.33,985.0
129754,False,0.05,0.06,0.03,0.2,2.25
129754,True,0.15,0.28,0.1,0.33,2.0
129755,False,,0.08,0.04,0.2,2.25
129755,True,0.25,0.25,0.15,0.3,3.02
129756,False,0.01,0.02,0.01,0.16,2.25
129756,True,0.17,0.21,0.09,0.28,6.0
129757,False,0.17,0.18,0.1,0.4,4.99
129757,True,0.3,0.36,0.3,0.79,3.02
129767,True,1.62,2.11,1.0,2.23,5.95
129767,False,0.12,0.13,0.08,0.25,2.0
129768,True,0.29,0.45,0.25,0.8,6.65
129768,False,0.12,0.16,0.05,0.39,4.99
129769,True,0.2,0.3,0.2,0.45,1.0
129769,False,0.1,0.1,0.01,0.25,2.5
129774,False,0.05,0.05,0.01,0.21,2.09
129774,True,0.31,0.44,0.31,0.49,2.5
129775,False,,0.1,0.03,0.23,1.99
129775,True,,0.6,0.25,0.61,5.99
129776,False,0.21,0.18,0.09,0.25,2.6
129776,True,1.0,0.71,0.5,0.9,3.33
129777,False,0.06,0.06,0.01,0.21,2.25
129777,True,0.49,0.43,0.24,0.49,2.45
129778,False,3.2,3.27,2.33,4.07,37.95
129778,True,5.47,6.78,5.47,7.91,52.5
129779,False,0.78,0.8,0.3,1.0,5.05
129779,True,3.26,6.76,2.5,5.0,10000.0
129780,True,0.1,0.15,0.12,0.49,2.51
129780,False,0.1,0.08,0.04,0.25,2.5
129781,True,0.21,0.21,0.13,0.35,4.99
129781,False,,0.07,0.03,0.2,2.25
129782,True,0.22,0.36,0.09,0.66,4.99
129782,False,0.1,0.14,0.05,0.35,4.99
129783,True,0.5,0.55,0.4,0.7,2.0
129783,False,0.08,0.23,0.08,0.27,3.67
129784,True,0.15,0.11,0.07,0.41,4.99
129784,False,0.03,0.07,0.02,0.25,2.5
129785,True,0.14,0.18,0.1,0.4,2.5
129785,False,0.05,0.06,0.01,0.25,2.5
129786,True,0.08,0.2,0.08,0.35,4.99
129786,False,0.03,0.04,0.01,0.25,2.5
129813,False,0.38,0.61,0.2,0.65,4.99
129813,True,,1.48,0.65,1.63,4.99
129814,True,1.35,1.36,1.0,1.48,5.99
129814,False,0.68,0.66,0.45,0.77,4.99
129815,False,0.21,0.24,0.12,0.45,985.0
129815,True,0.41,0.48,0.25,0.7,2.95
129816,True,26.69,33.37,23.22,30.66,99.99
129816,False,8.34,7.11,5.95,9.51,985.0
129817,False,0.03,0.04,0.02,0.25,2.5
129817,True,0.12,0.49,0.12,0.41,4.99
129818,False,0.03,0.03,0.01,0.19,2.25
129818,True,0.16,0.16,0.1,0.31,4.99
129819,True,,15.17,14.55,15.96,29.99
129819,False,13.85,10.72,7.73,11.33,17.99
129820,False,0.08,0.11,0.05,0.25,2.09
129820,True,,,,,
129821,True,0.48,0.64,0.25,1.03,5.7
129821,False,0.14,0.34,0.1,0.48,4.99
129822,False,,0.11,0.08,0.25,2.5
129822,True,,,,,
129823,True,1.64,3.0,1.0,2.8,10.0
129823,False,0.24,0.54,0.23,0.74,999.99
129824,False,0.16,0.17,0.1,0.39,4.99
129824,True,0.29,0.51,0.25,0.75,3.49
129825,True,,,,,
129825,False,,0.12,0.08,0.22,3.3
129826,True,1.24,1.39,0.54,1.88,11.17
129826,False,,,,,
129827,False,,0.11,0.05,0.35,4.99
129827,True,,,,,
129828,True,0.25,0.29,0.24,0.66,5.99
129828,False,0.14,0.17,0.05,0.4,4.99
129829,False,1.76,2.48,0.99,3.0,999.99
129829,True,,24.03,16.31,22.12,37.79
129830,True,6.22,5.4,3.0,6.0,39.99
129830,False,,,,,
129831,False,0.4,0.35,0.19,0.5,5.0
129831,True,,,,,
129832,True,0.16,0.23,0.05,0.45,2.46
129832,False,0.06,0.07,0.02,0.2,2.25
129833,False,0.37,0.37,0.24,0.45,3.99
129833,True,7.85,3.67,3.25,4.69,7.89
129834,False,0.03,0.04,0.01,0.2,2.25
129834,True,0.13,0.3,0.1,0.31,4.99
129835,True,,,,,
129835,False,0.08,0.08,0.05,0.22,9999.0
129836,False,4.25,4.53,2.0,4.59,999.99
129836,True,,6.03,4.84,7.56,19.99
129837,True,0.18,0.2,0.09,0.37,1.25
129837,False,0.01,0.04,0.01,0.25,2.5
129859,False,0.28,0.45,0.25,0.75,5.99
129859,True,1.34,1.4,0.78,1.99,13.75
129860,True,,,,,
129860,False,0.71,0.77,0.39,0.83,2.99
129876,True,0.3,0.7,0.3,0.78,5.99
129876,False,0.17,0.24,0.1,0.47,4.99
129877,False,6.39,6.03,3.0,6.92,15.99
129877,True,5.99,6.88,5.99,9.87,20.0
129878,True,0.37,0.46,0.37,0.62,3.99
129878,False,0.03,0.04,0.01,0.21,2.25
129879,False,0.98,0.94,0.45,1.0,9.99
129879,True,3.75,5.13,3.49,5.46,19.91
129880,True,0.22,0.28,0.16,0.53,2.14
129880,False,0.09,0.09,0.05,0.33,4.99
129881,True,0.35,0.46,0.25,0.63,3.0
129881,False,0.29,0.27,0.1,0.44,985.0
129882,True,0.1,0.1,0.07,0.3,4.99
129882,False,0.02,0.02,0.01,0.19,2.25
129883,True,1.87,2.43,1.86,2.77,14.99
129883,False,0.66,0.74,0.25,0.95,7.99
129884,False,0.06,0.06,0.02,0.2,2.25
129884,True,0.32,0.31,0.2,0.48,4.99
129885,False,0.88,0.87,0.4,1.5,11.99
129885,True,6.55,19.65,5.22,15.54,34.77
129886,False,0.01,0.02,0.01,0.19,2.25
129886,True,0.04,0.12,0.04,0.29,3.02
129887,False,0.03,0.04,0.02,0.2,2.25
129887,True,0.25,0.27,0.06,0.36,4.99
129893,False,,,,,
129893,True,40.49,37.33,34.79,44.99,500.0
129979,True,0.53,0.84,0.53,0.98,7.49
129979,False,0.22,0.23,0.05,0.49,4.99
129980,False,0.19,0.25,0.08,0.47,999.99
129980,True,0.32,0.34,0.3,0.65,2.75
129981,False,0.35,0.37,0.24,0.4,4.99
129981,True,,,,,
129982,False,0.59,0.56,0.24,0.74,999.99
129982,True,0.69,0.79,0.6,1.0,5.99
129983,False,0.09,0.16,0.08,0.4,9.0
129983,True,0.29,0.67,0.27,0.75,14.95
129984,True,4.25,4.76,3.61,4.99,12.99
129984,False,2.4,3.03,1.75,3.25,10000.0
129985,True,11.99,10.4,7.41,12.8,29.78
129985,False,5.93,5.14,3.75,6.28,16.0
130042,True,2.59,2.6,1.1,2.99,12.99
130042,False,0.21,0.21,0.05,0.3,3.99
130043,False,0.09,0.08,0.01,0.25,2.09
130043,True,0.22,0.26,0.06,0.51,2.09
130044,False,0.08,0.08,0.03,0.25,2.5
130044,True,0.21,0.22,0.18,0.42,4.99
130045,False,0.08,0.08,0.05,0.19,2.25
130045,True,0.3,0.23,0.1,0.38,2.99
130046,False,0.94,1.04,0.49,1.19,9.99
130046,True,2.17,2.59,1.18,2.59,9.99
130047,False,0.02,0.03,0.02,0.25,2.5
130047,True,0.09,0.13,0.06,0.31,2.0
130048,True,2.48,2.32,1.34,2.26,4.99
130048,False,0.4,0.94,0.4,1.03,6.0
130049,True,3.59,3.64,1.99,4.04,6.58
130049,False,0.45,0.76,0.32,0.97,4.89
130050,True,0.5,0.67,0.4,0.95,5.99
130050,False,0.24,0.25,0.13,0.47,4.99
130051,False,0.93,1.13,0.49,1.99,985.0
130051,True,3.4,4.83,2.93,4.89,37.49
130052,False,,,,,
130052,True,,53.12,41.12,52.55,69.99
130053,False,2.8,2.85,1.04,4.07,985.0
130053,True,6.95,7.69,6.02,7.68,14.99
130054,False,6.55,6.54,4.0,6.64,999.99
130054,True,11.42,11.51,8.67,11.22,14.99
130055,True,0.55,1.04,0.35,1.14,12.75
130055,False,0.43,0.52,0.14,0.56,5.0
130056,True,0.05,,0.05,0.3,6.0
130056,False,0.01,0.03,0.01,0.18,2.25
130057,True,0.2,0.19,0.08,0.5,4.99
130057,False,0.05,0.05,0.03,0.25,2.5
130058,True,89.89,83.79,68.95,80.53,420.69
130058,False,,,,,
130059,True,14.33,19.46,13.14,18.26,25.65
130059,False,7.08,7.55,5.95,9.35,19.99
130060,True,0.44,0.79,0.44,0.77,4.99
130060,False,0.22,0.17,0.08,0.28,2.5
130061,True,0.14,0.3,0.14,0.35,2.0
130061,False,0.08,0.07,0.01,0.25,2.5
130062,True,3.47,4.42,2.0,5.57,999.99
130062,False,0.14,0.14,0.09,0.25,2.25
130063,False,0.02,0.04,0.01,0.19,2.25
130063,True,0.15,0.02,0.1,0.29,4.99
130064,False,0.17,0.19,0.1,0.32,7.5
130064,True,2.48,2.94,1.75,2.9,9.99
130065,False,0.18,0.29,0.15,0.5,999.99
130065,True,1.75,1.68,1.41,2.05,19.99
130066,False,,,,,
130066,True,40.69,50.38,34.93,44.0,59.99
130067,False,1.85,2.6,1.0,2.68,12.99
130067,True,4.98,5.98,4.98,6.33,19.99
130149,False,41.75,39.12,33.99,39.95,130.0
130149,True,47.03,44.23,37.5,45.59,129.99
130150,True,0.28,0.4,0.2,0.7,3.02
130150,False,0.22,0.22,0.05,0.4,4.99
130151,True,0.34,0.56,0.35,0.87,3.02
130151,False,0.15,0.17,0.05,0.29,2.5
130152,False,0.02,0.07,0.02,0.25,2.5
130152,True,0.06,0.1,0.06,0.35,4.99
130153,True,8.37,8.37,6.5,9.0,12.95
130153,False,4.61,4.28,3.04,4.49,10.84
130154,False,0.23,0.29,0.2,0.38,3.99
130154,True,2.89,1.65,0.71,1.63,7.99
130155,True,,2.79,1.5,3.02,9.99
130155,False,0.43,1.16,0.35,1.0,9.99
130156,False,0.75,1.1,0.26,1.0,7.99
130156,True,1.99,1.9,0.99,1.89,5.99
130157,False,0.64,0.59,0.24,0.66,3.01
130157,True,,,,,
130159,True,6.47,9.15,7.5,9.15,19.99
130159,False,3.99,4.09,2.43,4.55,10.0
130160,True,3.69,3.88,2.25,4.14,19.99
130160,False,1.63,1.58,0.74,1.63,985.0
130161,True,,0.36,0.25,0.51,4.99
130161,False,0.11,0.12,0.05,0.24,2.25
130162,True,0.4,0.66,0.25,0.75,5.99
130162,False,0.16,0.21,0.05,0.44,4.99
130163,True,0.66,0.75,0.5,0.83,4.99
130163,False,0.23,0.23,0.1,0.3,461.8
130164,False,0.08,0.11,0.05,0.25,2.25
130164,True,1.46,2.71,1.46,2.71,12.46
130165,False,0.08,0.1,0.05,0.25,2.5
130165,True,0.28,0.3,0.25,0.47,4.99
130166,False,0.1,0.12,0.03,0.25,2.0
130166,True,,,,,
130167,False,0.37,0.38,0.2,0.63,10.0
130167,True,2.63,2.21,1.38,2.35,10.49
130168,False,0.14,0.15,0.07,0.25,3.3
130168,True,0.25,0.44,0.21,0.51,12.0
130169,False,0.36,0.37,0.1,0.75,999.99
130169,True,1.32,1.95,1.0,1.95,4.13
130172,False,0.15,0.16,0.03,0.25,1.2
130172,True,,,,,
130173,False,0.1,0.11,0.05,0.23,1.2
