tcgId,foil,directLow,market,low,mid,high
36982,True,,17.21,11.0,18.32,45.79
36983,False,0.1,0.22,0.1,0.4,4.38
36983,True,,,,,
36984,False,,1.0,0.96,1.48,4.19
36984,True,,,,,
36985,False,0.3,0.3,0.23,0.36,1.2
36985,True,,,,,
36986,False,0.12,0.12,0.05,0.25,2.5
36986,True,,,,,
36987,False,1.5,1.42,0.3,1.42,7.48
36987,True,,,,,
36988,False,0.11,0.14,0.1,0.24,2.25
36988,True,,,,,
36989,False,0.07,0.09,0.08,0.25,6.48
36989,True,,,,,
36990,False,3.09,3.85,2.75,4.75,19.33
36990,True,,,,,
36991,False,,0.14,0.09,0.25,5.99
36991,True,,,,,
36992,False,0.21,0.15,0.12,0.3,6.0
36992,True,,,,,
36993,False,,,,,
36993,True,2.59,2.04,0.75,2.04,10.18
36994,False,0.12,0.12,0.05,0.23,5.99
36994,True,,,,,
36995,False,0.32,0.29,0.23,0.59,999.99
36995,True,,,,,
36996,False,0.08,0.55,0.08,0.31,2.5
36996,True,,,,,
36997,False,2.37,4.78,2.28,4.01,19.99
36997,True,,,,,
36998,False,0.93,1.01,0.46,1.4,3.12
36998,True,,,,,
36898,False,0.09,0.1,0.08,0.25,1.0
36898,True,,,,,
36899,False,,0.17,0.03,0.25,2.0
36899,True,,,,,
36901,False,0.17,0.25,0.15,0.26,1.0
36901,True,,,,,
36902,False,0.31,0.21,0.2,0.35,3.02
36902,True,,,,,
36903,False,0.05,0.05,0.02,0.22,2.0
36903,True,,,,,
36904,False,0.08,0.1,0.05,0.25,2.0
36904,True,,,,,
36905,False,0.12,0.17,0.07,0.25,1.0
36905,True,,,,,
36906,False,0.6,0.66,0.25,0.75,3.59
36906,True,,,,,
36907,False,0.21,0.23,0.17,0.33,1.42
36907,True,,,,,
36908,False,0.12,0.18,0.1,0.25,1.22
36908,True,,,,,
36909,False,,,,,
36909,True,0.17,0.35,0.2,0.56,4.99
36910,False,0.21,0.2,0.08,0.3,1.45
36910,True,,,,,
36911,False,1.85,1.61,0.92,1.7,4.99
36911,True,,,,,
36912,False,3.94,2.9,2.19,3.31,7.58
36912,True,,,,,
36913,False,1.56,1.56,1.21,1.9,4.0
36913,True,,,,,
36914,False,0.05,0.1,0.08,0.49,2.99
36914,True,,,,,
37087,False,0.29,0.34,0.16,0.39,4.99
37087,True,,,,,
37088,False,0.16,0.2,0.1,0.25,1.2
37088,True,,,,,
37092,False,0.43,0.72,0.35,0.76,5.99
37092,True,,,,,
37093,False,0.68,0.83,0.4,0.83,3.06
37093,True,,,,,
37094,False,,1.12,0.75,1.2,3.32
37094,True,,,,,
37095,False,0.34,0.33,0.28,0.75,4.95
37095,True,,,,,
37096,False,,2.81,2.37,3.0,6.49
37096,True,,,,,
37097,False,1.78,2.45,0.99,2.28,4.48
37097,True,,,,,
37098,False,,0.21,0.18,0.26,2.01
37098,True,,,,,
37000,False,0.08,0.19,0.08,0.25,1.2
37000,True,,,,,
37001,False,0.07,0.09,0.07,0.23,2.25
37001,True,,,,,
37002,False,0.34,0.25,0.24,0.5,3.45
37002,True,,,,,
37003,False,0.05,0.1,0.05,0.22,2.25
37003,True,,,,,
37004,False,0.15,0.15,0.1,0.25,2.5
37004,True,,,,,
37005,False,1.43,1.31,0.85,1.74,3.77
37005,True,,,,,
37006,False,0.12,0.29,0.1,0.31,6.29
37006,True,,,,,
37007,False,0.24,0.26,0.14,0.31,2.29
37007,True,,,,,
37008,False,0.05,0.5,0.05,0.42,2.5
37008,True,,,,,
37009,False,0.09,0.07,0.05,0.24,2.25
37009,True,,,,,
37010,False,0.13,0.2,0.12,0.4,2.5
37010,True,,,,,
37011,False,0.1,0.22,0.08,0.25,2.5
37011,True,,,,,
37012,False,0.09,0.14,0.1,0.25,2.5
37012,True,,,,,
37013,False,0.07,0.09,0.08,0.25,2.5
37013,True,,,,,
37014,False,0.71,0.63,0.41,0.78,2.0
37014,True,,,,,
37015,False,0.69,0.86,0.62,1.59,9.99
37015,True,,,,,
37016,False,0.19,0.26,0.15,0.45,2.75
37016,True,,,,,
37017,False,0.19,0.31,0.2,0.4,2.42
37017,True,,,,,
37018,False,0.25,0.39,0.2,0.44,2.43
37018,True,,,,,
37019,False,0.13,0.2,0.1,0.25,2.25
37019,True,,,,,
37020,False,,0.2,0.17,0.26,1.54
37020,True,,,,,
37021,False,,,,,
37021,True,3.0,3.97,1.52,3.69,14.46
37022,False,0.15,0.2,0.15,0.25,2.5
37022,True,,,,,
37023,False,0.15,0.3,0.1,0.48,2.53
37023,True,,,,,
37024,False,0.17,0.15,0.06,0.26,2.28
37024,True,,,,,
37025,False,0.14,0.14,0.13,0.25,2.26
37025,True,,,,,
37026,False,0.81,0.74,0.74,1.26,2.94
37026,True,,,,,
37027,False,0.18,0.25,0.18,0.25,999.99
37027,True,,,,,
37028,False,0.28,0.35,0.24,0.77,5.99
37028,True,,,,,
37029,False,0.1,0.14,0.1,0.23,2.25
37029,True,,,,,
37030,False,0.1,0.13,0.1,0.24,2.25
37030,True,,,,,
37031,False,0.09,0.1,0.06,0.25,2.5
37031,True,,,,,
37032,False,0.42,0.41,0.25,0.58,2.75
37032,True,,,,,
37033,False,0.24,0.25,0.18,0.5,2.75
37033,True,,,,,
37034,False,0.13,0.1,0.09,0.24,2.25
37034,True,,,,,
37035,False,0.13,0.17,0.13,0.26,2.5
37035,True,,,,,
37036,False,0.49,1.14,0.25,0.79,3.99
37036,True,,,,,
37037,False,0.08,0.16,0.08,0.25,2.5
37037,True,,,,,
37038,False,0.12,0.13,0.1,0.23,2.25
37038,True,,,,,
37039,False,0.19,0.2,0.19,0.39,2.43
37039,True,,,,,
37040,False,8.9,5.97,3.28,4.8,10.24
37040,True,,,,,
37041,False,0.64,0.9,0.7,1.0,4.98
37041,True,,,,,
37042,False,0.3,0.25,0.18,0.37,2.5
37042,True,,,,,
37043,False,0.09,0.1,0.06,0.24,2.5
37043,True,,,,,
37044,False,0.08,0.14,0.08,0.3,2.5
37044,True,,,,,
37089,False,,16.14,14.66,17.26,24.0
37089,True,,,,,
37090,False,,1.78,1.99,3.79,5.99
37090,True,,,,,
37091,False,,5.72,6.55,8.26,17.65
37091,True,,,,,
37086,False,5.25,9.99,5.25,8.35,976.76
37086,True,,,,,
37045,False,,,,,
37045,True,0.99,1.18,0.31,0.99,2.58
37046,False,,,,,
37046,True,2.22,3.16,1.5,3.11,6.99
37047,False,,,,,
37047,True,4.61,5.24,3.37,5.43,14.49
37048,False,,,,,
37048,True,0.37,0.43,0.24,0.49,2.0
37049,False,,,,,
37049,True,0.23,0.31,0.13,0.44,2.5
37050,False,,,,,
37050,True,0.23,0.27,0.14,0.41,2.5
37051,False,,,,,
37051,True,11.19,18.96,8.75,15.08,31.77
37052,False,,,,,
37052,True,1.49,3.1,0.43,2.06,4.97
37053,False,,,,,
37053,True,18.99,19.98,14.46,19.87,985.0
37054,False,,,,,
37054,True,,9.45,6.29,8.43,26.85
37055,False,,,,,
37055,True,,2.39,1.75,2.43,7.71
37056,False,,,,,
37056,True,0.25,0.34,0.2,0.45,1.89
37057,False,,,,,
37057,True,0.33,0.63,0.28,0.6,2.0
37058,False,,,,,
37058,True,0.7,1.1,0.5,1.24,6.99
37059,False,,,,,
37059,True,0.87,2.05,0.72,1.21,3.44
37060,False,,,,,
37060,True,0.78,1.91,0.5,1.82,9.24
37061,False,,,,,
37061,True,3.49,5.69,1.7,3.49,985.0
37062,False,,,,,
37062,True,4.92,7.3,4.25,6.99,24.8
37063,False,,,,,
37063,True,4.35,5.34,3.25,5.0,10.05
37064,False,,,,,
37064,True,1.4,2.82,1.0,2.23,9.39
37065,False,,,,,
37065,True,0.32,0.37,0.33,0.45,1.89
37066,False,,,,,
37066,True,0.3,0.54,0.17,0.48,5.99
37067,False,,,,,
37067,True,1.05,1.39,0.67,1.3,7.07
37068,False,,,,,
37068,True,0.21,0.32,0.22,0.39,2.75
37069,False,,,,,
37069,True,1.49,1.67,0.85,1.64,7.19
37070,False,,,,,
37070,True,1.08,3.76,0.99,3.31,20.02
37071,False,,,,,
37071,True,0.25,0.54,0.1,0.61,1.89
37072,False,,,,,
37072,True,3.49,5.59,2.05,3.89,7.0
37073,False,,,,,
37073,True,4.55,4.12,3.58,4.49,6.19
37074,False,,,,,
37074,True,0.2,0.28,0.2,0.43,2.39
37075,False,,,,,
37075,True,31.95,38.09,31.3,38.8,99.99
37076,False,,,,,
37076,True,0.23,0.26,0.12,0.39,5.79
37077,False,,,,,
37077,True,0.49,0.72,0.4,0.73,2.39
37078,False,,,,,
37078,True,0.21,0.41,0.25,0.54,1.59
37079,False,,,,,
37079,True,0.45,0.67,0.35,0.64,2.09
37080,False,,,,,
37080,True,0.49,1.23,0.35,0.89,5.34
37081,False,,,,,
37081,True,0.82,2.44,0.52,1.45,7.45
37082,False,,,,,
37082,True,0.47,0.42,0.23,0.55,5.99
37083,False,,,,,
37083,True,0.31,0.43,0.2,0.5,5.99
37084,False,,,,,
37084,True,2.64,2.78,1.85,2.94,9.91
37085,False,,,,,
37085,True,2.36,3.96,1.7,2.96,9.99
37103,False,0.13,0.14,0.07,0.35,1.33
37103,True,,,,,
37104,False,0.29,2.75,0.29,2.19,6.99
37104,True,,,,,
37105,False,0.13,0.18,0.1,0.25,2.67
37105,True,,,,,
37106,False,0.25,0.21,0.16,0.39,0.84
37106,True,,,,,
37107,False,3.09,7.43,2.74,5.69,19.99
37107,True,,,,,
37108,False,0.73,2.69,0.73,2.39,5.75
37108,True,,,,,
37109,False,0.09,,0.09,0.25,2.99
37109,True,,,,,
37114,False,6.48,3.41,3.63,7.78,8.49
37114,True,,,,,
37115,False,0.26,0.46,0.16,0.45,45.0
37115,True,,,,,
37116,False,0.2,0.26,0.15,0.36,1.0
37116,True,,,,,
37117,False,0.11,0.37,0.09,0.28,1.06
37117,True,,,,,
37118,False,1.32,2.38,0.82,3.21,999.99
37118,True,,,,,
37119,False,0.22,0.25,0.15,0.37,3.99
37119,True,,,,,
37120,False,0.19,0.22,0.09,0.25,10000.0
37120,True,,,,,
37121,False,0.58,2.55,0.58,1.77,999.99
37121,True,,,,,
37130,False,0.25,0.74,0.46,0.74,2.0
37130,True,,,,,
37131,False,0.13,0.31,0.13,0.42,4.0
37131,True,,,,,
37132,False,0.09,0.18,0.09,0.25,1.2
37132,True,,,,,
37133,False,0.23,0.26,0.23,0.39,1.08
37133,True,,,,,
37134,False,0.35,0.61,0.35,0.67,4.99
37134,True,,,,,
37135,False,0.2,0.19,0.12,0.26,1.0
37135,True,,,,,
37136,False,0.71,0.61,0.39,0.75,2.78
37136,True,,,,,
37137,False,0.54,0.46,0.45,0.71,1.75
37137,True,,,,,
37138,False,0.18,0.18,0.14,0.29,1.0
37138,True,,,,,
37139,False,0.22,0.49,0.22,0.45,1.0
37139,True,,,,,
37140,False,1.38,1.95,0.97,2.0,8.88
37140,True,,,,,
37141,False,0.08,0.14,0.08,0.25,1.25
37141,True,,,,,
37142,False,0.11,0.11,0.11,0.25,1.0
37142,True,,,,,
37143,False,0.89,1.19,0.84,1.34,4.29
37143,True,,,,,
37144,False,0.27,0.28,0.15,0.42,2.72
37144,True,,,,,
37145,False,0.54,0.56,0.4,0.65,4.99
37145,True,,,,,
37146,False,0.33,0.38,0.39,0.99,16.89
37146,True,,,,,
37147,False,4.85,6.21,3.48,5.63,18.26
37147,True,,,,,
37148,False,0.17,0.15,0.15,0.44,1.2
37148,True,,,,,
37149,False,0.1,0.1,0.1,0.26,1.18
37149,True,,,,,
37100,False,2.81,2.44,0.7,1.91,3.1
37100,True,,,,,
37101,False,0.28,0.38,0.32,0.68,3.79
37101,True,,,,,
37111,False,0.22,0.4,0.19,0.41,1.48
37111,True,,,,,
37112,False,0.78,1.32,0.75,1.43,4.74
37112,True,,,,,
37123,False,0.18,0.19,0.13,0.24,15.0
37123,True,,,,,
37124,False,6.99,1.66,0.65,1.94,6.99
37124,True,,,,,
37162,False,0.18,0.24,0.18,0.25,0.49
37162,True,,,,,
37163,False,0.1,0.1,0.05,0.25,3.3
37163,True,,,,,
37164,False,0.99,5.03,0.99,5.03,34.95
37164,True,,,,,
37165,False,8.09,8.41,6.9,8.99,18.16
37165,True,,,,,
37166,False,,0.21,0.11,0.3,1.0
37166,True,,,,,
37167,False,0.87,0.61,0.18,0.87,4.99
37167,True,,,,,
37168,False,0.84,0.89,0.49,1.0,2.2
37168,True,,,,,
37170,False,0.08,0.05,0.08,0.25,1.0
37170,True,,,,,
37171,False,0.31,0.39,0.34,0.71,8.26
37171,True,,,,,
37172,False,0.12,0.12,0.11,0.25,1.18
37172,True,,,,,
37173,False,2.59,2.3,0.74,2.33,8.99
37173,True,,,,,
37174,False,8.28,7.51,6.96,9.22,12.74
37174,True,,,,,
37175,False,0.4,0.41,0.4,0.78,5.99
37175,True,,,,,
37176,False,2.0,2.13,0.57,1.53,2.99
37176,True,,,,,
37155,False,0.3,0.42,0.25,0.5,2.25
37155,True,,,,,
37156,False,0.82,1.27,0.67,1.15,4.99
37156,True,,,,,
37157,False,0.09,0.1,0.09,0.25,1.18
37157,True,,,,,
37158,False,0.08,,0.01,0.26,1.18
37158,True,,,,,
37159,False,0.09,0.14,0.1,0.25,1.18
37159,True,,,,,
37178,False,3.61,3.83,2.75,4.06,8.5
37178,True,,,,,
37179,False,0.25,0.34,0.24,0.39,4.99
37179,True,,,,,
37180,False,,0.95,0.4,1.21,5.99
37180,True,,,,,
37181,False,2.19,2.02,1.75,2.86,999.99
37181,True,,,,,
37183,False,10.94,11.18,7.99,10.31,19.99
37183,True,,,,,
37184,False,,0.13,0.12,0.26,0.79
37184,True,,,,,
37185,False,0.24,0.49,0.2,0.5,3.04
37185,True,,,,,
37186,False,0.27,0.37,0.1,0.52,3.99
37186,True,,,,,
37188,False,0.48,0.83,0.19,0.85,2.25
37188,True,,,,,
37194,False,0.25,0.32,0.24,0.42,1.2
37194,True,,,,,
37128,False,0.19,0.21,0.15,0.42,1.25
37128,True,,,,,
37198,False,0.26,0.36,0.24,0.46,9.99
37198,True,,,,,
37199,False,0.29,0.3,0.24,0.49,3.99
37199,True,,,,,
37129,False,,1.66,1.0,2.0,5.95
37129,True,,,,,
37195,False,,0.76,0.59,1.76,2.99
37195,True,,,,,
37196,False,,0.93,0.55,1.75,4.29
37196,True,,,,,
37197,False,,3.52,2.0,3.87,5.24
37197,True,,,,,
37190,False,15.67,16.07,8.96,17.45,976.76
37190,True,,,,,
37191,False,7.35,7.62,5.75,8.07,976.76
37191,True,,,,,
37192,False,,12.0,7.37,12.39,16.0
37192,True,,,,,
37193,False,,3.81,3.47,5.08,41.73
37193,True,,,,,
37187,False,,12.43,7.55,10.02,108.64
37187,True,,,,,
37182,False,,6.1,4.98,7.99,14.0
37182,True,,,,,
37160,False,,5.99,7.25,9.49,12.94
37160,True,,,,,
37161,False,,0.87,0.3,0.74,4.95
37161,True,,,,,
37177,False,,1.25,1.99,3.38,6.39
37177,True,,,,,
37169,False,,5.71,6.5,6.75,15.94
37169,True,,,,,
37125,False,,0.7,0.4,2.55,5.95
37125,True,,,,,
37126,False,,1.6,1.92,2.76,6.4
37126,True,,,,,
37127,False,11.48,10.66,9.95,12.67,84.99
37127,True,,,,,
37113,False,9.78,7.95,7.51,10.03,976.76
37113,True,,,,,
37102,False,,17.67,11.6,14.54,27.0
37102,True,,,,,
37150,False,,4.03,2.0,3.96,7.09
37150,True,,,,,
37151,False,5.0,5.9,4.24,6.74,976.76
37151,True,,,,,
37152,False,,0.73,0.24,0.92,2.99
37152,True,,,,,
37153,False,,0.85,0.7,2.73,8.95
37153,True,,,,,
37154,False,,2.01,1.57,2.0,5.95
37154,True,,,,,
37122,False,,6.09,5.99,7.3,10.0
37122,True,,,,,
37110,False,,2.04,0.49,1.85,7.79
37110,True,,,,,
37215,False,1.61,2.64,0.75,2.02,5.84
37215,True,,,,,
37216,False,1.3,1.28,0.94,1.59,9.99
37216,True,,,,,
37217,False,0.05,0.05,0.05,0.24,1.18
37217,True,,,,,
37218,False,0.24,0.18,0.14,0.26,1.0
37218,True,,,,,
37219,False,4.0,4.95,3.06,4.85,8.95
37219,True,,,,,
37220,False,0.1,0.19,0.1,0.25,1.0
37220,True,,,,,
37221,False,1.04,1.49,0.99,1.49,2.66
37221,True,,,,,
37222,False,0.2,0.2,0.05,0.26,1.19
37222,True,,,,,
37223,False,0.24,0.21,0.16,0.34,2.25
37223,True,,,,,
37224,False,0.26,0.98,0.26,1.0,3.99
37224,True,,,,,
37225,False,0.3,0.35,0.24,0.39,4.99
37225,True,,,,,
37226,False,0.11,0.15,0.09,0.25,1.18
37226,True,,,,,
37227,False,0.12,0.19,0.11,0.26,1.0
37227,True,,,,,
37228,False,0.28,0.29,0.18,0.32,3.99
37228,True,,,,,
37229,False,,0.25,0.15,0.26,0.74
37229,True,,,,,
37230,False,0.37,0.42,0.29,0.71,1.53
37230,True,,,,,
37231,False,0.25,0.42,0.22,0.49,3.99
37231,True,,,,,
37232,False,0.3,0.6,0.3,0.71,3.99
37232,True,,,,,
37233,False,1.14,1.54,0.8,1.94,6.5
37233,True,,,,,
37201,False,0.15,0.1,0.12,0.28,3.99
37201,True,,,,,
37202,False,4.89,4.34,3.56,4.99,10.5
37202,True,,,,,
37204,False,0.09,,0.09,0.25,2.99
37204,True,,,,,
37205,False,1.52,1.52,1.0,1.82,8.5
37205,True,,,,,
37206,False,0.23,0.3,0.2,0.35,3.99
37206,True,,,,,
37207,False,0.12,0.18,0.12,0.25,1.18
37207,True,,,,,
37208,False,1.19,1.54,0.4,1.63,6.99
37208,True,,,,,
37209,False,1.34,1.44,0.95,1.62,6.99
37209,True,,,,,
37236,False,0.08,0.08,0.05,0.25,1.0
37236,True,,,,,
37237,False,0.32,0.6,0.3,0.56,3.99
37237,True,,,,,
37238,False,1.29,3.1,0.58,2.38,5.99
37238,True,,,,,
37239,False,0.91,0.88,0.5,1.16,3.49
37239,True,,,,,
37240,False,0.25,0.34,0.21,0.42,3.96
37240,True,,,,,
37270,False,0.13,0.13,0.13,0.48,3.99
37270,True,,,,,
37271,False,0.3,0.5,0.3,0.5,4.99
37271,True,,,,,
37211,False,13.29,11.85,10.58,14.99,39.99
37211,True,,,,,
37212,False,0.5,0.53,0.28,0.59,1.48
37212,True,,,,,
37246,False,0.19,0.17,0.1,0.49,2.11
37246,True,,,,,
37247,False,5.14,4.45,3.69,5.0,8.69
37247,True,,,,,
37248,False,0.24,0.24,0.12,0.27,1.0
37248,True,,,,,
37250,False,0.16,0.18,0.15,0.29,2.86
37250,True,,,,,
37251,False,0.23,0.11,0.1,0.34,1.0
37251,True,,,,,
37252,False,0.04,0.06,0.01,0.24,1.0
37252,True,,,,,
37253,False,0.69,0.89,0.5,0.9,2.19
37253,True,,,,,
37254,False,0.28,0.3,0.2,0.41,4.99
37254,True,,,,,
37255,False,0.72,1.11,0.7,1.11,4.91
37255,True,,,,,
37256,False,0.14,0.14,0.12,0.25,1.17
37256,True,,,,,
37257,False,0.99,1.01,0.69,1.54,3.99
37257,True,,,,,
37258,False,2.0,1.78,0.82,1.95,8.84
37258,True,,,,,
37259,False,0.17,0.29,0.17,0.29,0.78
37259,True,,,,,
37260,False,0.21,0.34,0.22,0.42,3.99
37260,True,,,,,
37261,False,0.37,0.38,0.3,0.7,3.69
37261,True,,,,,
37262,False,0.15,0.25,0.15,0.28,1.18
37262,True,,,,,
37263,False,0.23,0.21,0.12,0.49,1.36
37263,True,,,,,
37265,False,0.11,0.08,0.07,0.32,1.0
37265,True,,,,,
37266,False,0.2,0.37,0.2,0.39,985.0
37266,True,,,,,
37267,False,,0.66,0.25,0.75,4.45
37267,True,,,,,
37268,False,,0.61,0.25,1.0,5.45
37268,True,,,,,
37269,False,,3.16,3.68,4.35,6.19
37269,True,,,,,
37264,False,,5.0,0.99,5.09,9.5
37264,True,,,,,
37249,False,19.99,23.73,19.99,23.58,30.0
37249,True,,,,,
37213,False,,0.63,0.51,2.0,4.95
37213,True,,,,,
37214,False,,0.7,0.41,1.42,4.95
37214,True,,,,,
37272,False,,2.02,1.5,3.32,5.38
37272,True,,,,,
37273,False,1.37,2.12,1.37,2.25,4.48
37273,True,,,,,
37274,False,,1.72,0.93,2.93,7.57
37274,True,,,,,
37275,False,,4.52,1.25,2.9,4.39
37275,True,,,,,
37276,False,,2.4,2.0,2.49,6.16
37276,True,,,,,
37277,False,,1.73,1.0,2.06,5.38
37277,True,,,,,
37278,False,,1.49,1.05,3.0,4.46
37278,True,,,,,
37279,False,,2.9,1.35,2.62,9.94
37279,True,,,,,
37280,False,,2.42,1.97,2.75,9.77
37280,True,,,,,
37281,False,,2.25,0.85,2.57,8.68
37281,True,,,,,
37282,False,,1.91,0.7,2.48,6.81
37282,True,,,,,
37283,False,,1.29,1.69,2.84,5.99
37283,True,,,,,
37284,False,,4.4,0.8,2.99,8.31
37284,True,,,,,
37285,False,,3.12,1.97,3.32,4.5
37285,True,,,,,
37286,False,,1.69,1.32,3.62,5.38
37286,True,,,,,
37287,False,,1.19,1.8,2.65,5.38
37287,True,,,,,
37288,False,,1.91,1.49,2.38,4.4
37288,True,,,,,
37289,False,,1.49,0.61,2.54,3.95
37289,True,,,,,
37290,False,0.42,1.91,0.42,2.24,4.39
37290,True,,,,,
37291,False,,1.23,1.08,2.0,4.39
37291,True,,,,,
37292,False,2.09,3.12,0.7,2.67,4.39
37292,True,,,,,
37293,False,,1.99,0.89,2.56,4.4
37293,True,,,,,
37294,False,,5.14,2.63,4.22,6.1
37294,True,,,,,
37295,False,,2.61,2.59,3.77,4.86
37295,True,,,,,
37296,False,,2.67,1.24,2.68,6.0
37296,True,,,,,
37297,False,,1.62,1.22,3.05,6.64
37297,True,,,,,
37298,False,,2.12,0.65,2.0,5.95
37298,True,,,,,
37299,False,,2.4,0.85,2.73,4.39
37299,True,,,,,
37300,False,1.89,1.86,0.77,2.35,4.39
37300,True,,,,,
37301,False,,3.49,1.76,2.84,4.39
37301,True,,,,,
37241,False,,0.92,0.69,2.59,4.95
37241,True,,,,,
37242,False,,17.34,15.28,40.0,179.49
37242,True,,,,,
37243,False,,0.7,0.7,1.99,5.45
37243,True,,,,,
37244,False,,0.76,0.7,2.04,5.95
37244,True,,,,,
37245,False,8.87,7.76,8.23,9.99,24.0
37245,True,,,,,
37210,False,0.48,0.49,0.3,0.58,4.95
37210,True,,,,,
37234,False,14.24,11.88,7.99,13.91,976.76
37234,True,,,,,
37303,False,,3.49,1.5,4.35,6.29
37303,True,,,,,
37304,False,,1.05,0.7,2.82,5.95
37304,True,,,,,
37305,False,,2.11,0.7,2.5,5.38
37305,True,,,,,
37306,False,,3.3,1.64,2.67,9.54
37306,True,,,,,
37307,False,,2.16,1.5,2.65,5.43
37307,True,,,,,
37308,False,,1.5,0.7,2.65,5.38
37308,True,,,,,
37309,False,,2.29,2.11,2.95,6.25
37309,True,,,,,
37310,False,1.6,1.93,0.7,2.37,4.39
37310,True,,,,,
37311,False,,2.5,2.33,3.18,5.38
37311,True,,,,,
37312,False,,1.45,0.7,2.29,5.56
37312,True,,,,,
37313,False,0.3,0.45,0.28,0.58,3.59
37313,True,,,,,
37314,False,1.14,0.32,1.14,3.0,5.7
37314,True,,,,,
37315,False,0.16,0.26,0.16,0.33,1.7
37315,True,,,,,
37316,False,1.66,2.92,1.0,2.67,3.99
37316,True,,,,,
37317,False,0.39,0.52,0.25,0.54,4.59
37317,True,,,,,
37318,False,0.14,0.14,0.09,0.26,54.31
37318,True,,,,,
37319,False,0.93,0.91,0.59,1.0,5.18
37319,True,,,,,
37320,False,0.19,0.25,0.15,0.35,5.97
37320,True,,,,,
37321,False,5.26,4.56,3.2,5.01,18.33
37321,True,,,,,
37322,False,,0.16,0.11,0.25,3.02
37322,True,,,,,
37323,False,0.44,0.92,0.44,0.99,3.81
37323,True,,,,,
37324,False,0.07,0.1,0.05,0.25,1.0
37324,True,,,,,
37325,False,3.08,5.47,2.24,4.87,19.99
37325,True,,,,,
37326,False,0.08,0.05,0.04,0.39,1.0
37326,True,,,,,
37327,False,0.09,0.09,0.05,0.25,3.02
37327,True,,,,,
37328,False,0.09,0.05,0.09,0.25,3.02
37328,True,,,,,
37329,False,0.12,0.25,0.19,0.4,1.75
37329,True,,,,,
37330,False,0.15,0.21,0.13,0.28,2.5
37330,True,,,,,
37331,False,0.74,0.87,0.75,1.66,6.99
37331,True,,,,,
37332,False,0.14,0.15,0.1,0.34,2.5
37332,True,,,,,
37333,False,,0.1,0.05,0.46,2.96
37333,True,,,,,
37334,False,,0.16,0.11,0.35,3.02
37334,True,,,,,
37335,False,0.19,0.21,0.15,0.25,1.34
37335,True,,,,,
37336,False,0.44,0.58,0.44,0.67,999.99
37336,True,,,,,
37337,False,0.49,0.54,0.49,0.93,4.99
37337,True,,,,,
37338,False,0.12,0.12,0.1,0.25,1.7
37338,True,,,,,
37339,False,21.52,30.36,19.45,27.5,139.99
37339,True,,,,,
37340,False,0.13,0.15,0.13,0.25,1.7
37340,True,,,,,
37341,False,0.2,0.19,0.17,0.39,5.99
37341,True,,,,,
37342,False,0.23,0.17,0.13,0.3,3.99
37342,True,,,,,
37343,False,0.18,,0.1,0.25,3.02
37343,True,,,,,
37344,False,0.09,0.14,0.09,0.25,1.7
37344,True,,,,,
37345,False,0.19,0.19,0.08,0.3,1.7
37345,True,,,,,
37346,False,0.14,0.53,0.14,0.32,1.18
37346,True,,,,,
37347,False,,0.3,0.14,0.49,1.2
37347,True,,,,,
37348,False,,3.4,2.25,2.99,4.47
37348,True,,,,,
37349,False,,0.66,0.25,0.99,5.63
37349,True,,,,,
37350,False,,0.26,0.08,0.26,3.3
37350,True,,,,,
37351,False,0.69,1.53,0.6,1.4,6.3
37351,True,,,,,
37352,False,17.25,18.48,13.49,18.11,26.99
37352,True,,,,,
37353,False,2.65,3.25,2.0,3.94,9.79
37353,True,,,,,
37354,False,1.68,1.93,1.3,1.89,9.99
37354,True,,,,,
37355,False,0.24,0.28,0.16,0.45,1.7
37355,True,,,,,
37356,False,0.1,0.06,0.1,0.23,1.18
37356,True,,,,,
37357,False,3.06,2.94,2.1,2.84,3.72
37357,True,,,,,
37358,False,0.1,0.1,0.08,0.25,3.02
37358,True,,,,,
37359,False,1.49,1.65,1.04,1.99,6.99
37359,True,,,,,
37360,False,7.69,8.45,6.33,8.99,17.98
37360,True,,,,,
37361,False,0.24,0.25,0.24,0.42,1.0
37361,True,,,,,
37362,False,0.2,0.5,0.25,0.55,4.75
37362,True,,,,,
37363,False,0.11,0.19,0.11,0.24,0.99
37363,True,,,,,
37364,False,7.89,0.82,0.35,0.85,7.89
37364,True,,,,,
37365,False,7.55,10.82,5.0,9.93,29.99
37365,True,,,,,
37366,False,0.19,0.3,0.16,0.47,1.7
37366,True,,,,,
37368,False,1.48,1.91,1.2,2.0,12.99
37368,True,,,,,
37369,False,6.38,7.15,5.39,7.03,9.5
37369,True,,,,,
37370,False,1.25,1.5,0.6,1.42,3.49
37370,True,,,,,
37371,False,3.35,4.18,2.0,3.68,19.99
37371,True,,,,,
37372,False,0.39,0.69,0.33,0.79,9.99
37372,True,,,,,
37373,False,29.96,36.47,26.0,35.22,51.2
37373,True,,,,,
37374,False,0.13,,0.12,0.23,0.99
37374,True,,,,,
37375,False,0.8,1.06,0.5,1.15,4.99
37375,True,,,,,
37376,False,0.23,0.28,0.23,0.47,1.13
37376,True,,,,,
37377,False,0.18,0.24,0.1,0.43,1.75
37377,True,,,,,
37378,False,1.18,1.55,1.0,1.57,3.19
37378,True,,,,,
37379,False,0.12,0.12,0.1,0.25,3.02
37379,True,,,,,
37380,False,1.69,1.61,0.76,1.95,12.99
37380,True,,,,,
37381,False,0.92,0.66,0.57,0.99,2.49
